Group,REFID,CF_CODE10,Standard_Table,Systematic Name,Common Term,Acronym,Term Description,PART,CODE10,Description,DisplayName,Vendor_UOM,UOM_MDC,UOM_UCUM,Enum_Values,External_Sites,Vendor_ID,Vendor_Status,Vendor_Sort,Vendor_Comment,Vendor_VMD,Vendor_Discussion,General_Discussion,Tags
TEMP_DIFF,MDC_TEMP_DIFF,188440,,"Temperature | Difference | Core, Surface | Body","Temperature difference","","Difference between two temperatures, usually core temperature and peripheral temperature",2,57368,"Difference Temperature Label",dTemp,"deg C/deg F",MDC_DIM_DEGC MDC_DIM_FAHR,Cel Cel{delta} [degF] [degF]{delta},,_BODY_SITE_TEMP ,Philips,S,2390,"","PHYSIO_SRC_ID_DiffT",,,
BODY,MDC_ATTR_PT_HEIGHT,68060,,"","","","",1,2524,"Patient Height",,"",MDC_DIM_CENTI_M MDC_DIM_INCH,cm [in_i],,,BBraun_PL,C,20,"","MDC_DEV_PUMP_INFUS_MDS",,,
BODY,MDC_ATTR_PT_WEIGHT,68063,,"","","","",1,2527,"Patient Weight",,"",MDC_DIM_G MDC_DIM_KILO_G MDC_DIM_LB,g kg [lb_av],,,BBraun_PL,C,30,"","MDC_DEV_PUMP_INFUS_MDS",,,
CVS_HEMO_NBP,MDC_PRESS_BLD_NONINV_SYS,150021,,"Pressure | Noninvasive, Systolic | Blood | CVS","Noninvasive systolic blood pressure","","Pressure of the blood, obtained noninvasively (i.e., fingertip), at the systolic phase",2,18949,"Systolic",Systolic,"mmHg",MDC_DIM_MMHG,mm[Hg],,_BODY_SITE_NBP_BP ,WelchAllyn,SC,10,""," ",,,
CVS_HEMO_NBP,MDC_PRESS_BLD_NONINV_DIA,150022,,"Pressure | Noninvasive, Diastolic | Blood | CVS","Noninvasive diastolic blood pressure","","Pressure of the blood, obtained noninvasively (i.e., fingertip), at the diastolic phase",2,18950,"Diastolic",Diastolic,"mmHg",MDC_DIM_MMHG,mm[Hg],,_BODY_SITE_NBP_BP ,WelchAllyn,SC,20,""," ",,,
CVS_HEMO_NBP,MDC_PRESS_BLD_NONINV_MEAN,150023,,"Pressure | Noninvasive, Mean | Blood | CVS","Noninvasive mean blood pressure","","Pressure of the blood, obtained noninvasively (i.e., fingertip), as computed by averaging on one cycle",2,18951,"MAP",MAP," ",,,,_BODY_SITE_NBP_BP ,WelchAllyn,SC,30,""," ",,,
CVS_HEMO_NBP_PR,MDC_PULS_RATE_NON_INV,149546,,"Rate | Noninvasive | Pulse | Blood, CVS","Noninvasive pulse rate","PRNI","Rate of blood pulse in an artery, measured not invasively",2,18474,"Noninvasive BP heart rate",Heart Rate,"Beats/Min",MDC_DIM_BEAT_PER_MIN MDC_DIM_PER_MIN MDC_DIM_PULS_PER_MIN,/min 1/min {beats}/min {beat}/min /min 1/min {count}/min /min 1/min {pulses}/min {pulse}/min,,,Editorial-pss,SC,35,""," "," (2001-01-01 00:00:00) Added by pss on behalf of Welch-Allyn on 2011-01-04 Ver 3p",,
CVS_HEMO_IBP_PR,MDC_PULS_RATE,149514,,"Rate |  | Pulse | Blood, CVS","Pulse rate","PR","Rate of blood pulse in an artery",2,18442,"Heart Rate",Heart Rate,"Beats/Min",MDC_DIM_BEAT_PER_MIN MDC_DIM_PULS_PER_MIN,/min 1/min {beats}/min {beat}/min /min 1/min {pulses}/min {pulse}/min,,_BODY_SITE_PR ,WelchAllyn,SC,40,""," ",,,
TEMP,MDC_TEMP,150344,,"","","","",2,19272,"Temperature",Temperature,"F",MDC_DIM_DEGC MDC_DIM_FAHR,Cel Cel{delta} [degF] [degF]{delta},,_BODY_SITE_TEMP ,WelchAllyn,SC,50,""," ",,,
BLD_GAS_SpO2,MDC_PULS_OXIM_SAT_O2,150456,,"","","","",2,19384,"SpO2",SpO2,"%",,,,_BODY_SITE_SPO2 ,WelchAllyn,SC,60,""," ",,,
RESP_RR,MDC_RESP_RATE,151562,"A.7.4.8","Rate | NOS | Breath | Breathing","Respiration rate","RR","Rate of breathing; method not specified",2,20490,"Respiration",Respiration,"Breaths/Min",MDC_DIM_RESP_PER_MIN,/min 1/min {breaths}/min {breath}/min {resp}/min,,,WelchAllyn,SC,80,""," ",,,
BODY,MDC_LEN_BODY_ACTUAL,188740,,"Length | Actual |  | Body","Patient actual height","","The actual height of the patient, especially for neonates, babies, and children during long-term therapy",2,57668,"Height",Height,"in",MDC_DIM_INCH,[in_i],,,WelchAllyn,SC,90,"","",,,
BODY,MDC_MASS_BODY_ACTUAL,188736,"A.7.11.1","Mass | Actual | | Body","Patient actual weight",,"The measurement of the mass of patient, e.g., by a scale in bed, e.g., during therapy",2,57664,"Weight",Weight,"lbs",MDC_DIM_LB,[lb_av],,,WelchAllyn,SC,100,"","",,,
BLD_CHM_GLU,MDC_CONC_GLU_GEN,160020,,"Concentration | Total, Glucose | General | FluidChemistry","General glucose concentration","","",2,28948,"Glucose",Glucose,"mg/dl",MDC_DIM_MILLI_G_PER_DL,mg/dL,,,WelchAllyn,SC,110,"","",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_I,131841,,,,,,2,769,"ST lead I",ST Offset I,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,10,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_II,131842,,,,,,2,770,"ST lead II",ST Offset II,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,20,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_III,131901,,,,,,2,829,"ST lead III",ST Offset III,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,30,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_V1,131843,,,,,,2,771,"ST lead V1",ST Offset V1,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,40,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_V2,131844,,,,,,2,772,"ST lead V2",ST Offset V2,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,50,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_V3,131845,,,,,,2,773,"ST lead V3",ST Offset V3,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,60,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_V4,131846,,,,,,2,774,"ST lead V4",ST Offset V4,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,70,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_V5,131847,,,,,,2,775,"ST lead V5",ST Offset V5,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,80,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_V6,131848,,,,,,2,776,"ST lead V6",ST Offset V6,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,90,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_AVR,131902,,,,,,2,830,"ST lead aVR",ST Offset AVR,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,100,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_AVL,131903,,,,,,2,831,"ST lead aVL",ST Offset AVL,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,110,""," ",,,
CVS_ECG_ST,MDC_ECG_AMPL_ST_AVF,131904,,,,,,2,832,"ST lead aVF",ST Offset AVF,"mv",MDC_DIM_MICRO_VOLT MDC_DIM_MILLI_VOLT,uV mV,,,Spacelabs,SC,120,""," ",,,
CVS_ECG_HR,MDC_ECG_CARD_BEAT_RATE,147842,"A.7.2.1","","","","",2,16770,"Heart Rate",HR ECG 1,"bpm",MDC_DIM_BEAT_PER_MIN,/min 1/min {beats}/min {beat}/min,,,Spacelabs,SC,130,""," ",,,
CVS_HEMO_IBP_PR,MDC_PULS_RATE,149514,,"Rate |  | Pulse | Blood, CVS","Pulse rate","PR","Rate of blood pulse in an artery",2,18442,"Pulse Rate",ART Pulse Rate,"bpm",MDC_DIM_BEAT_PER_MIN MDC_DIM_PULS_PER_MIN,/min 1/min {beats}/min {beat}/min /min 1/min {pulses}/min {pulse}/min,,,Spacelabs,SC,140,""," ",,,
CVS_HEMO_CALC_WKSI,MDC_WK_LV_STROKE_INDEX,149764,"A.7.3.1","Index | | Work, PerStroke, PerSurfaceArea | LeftVentricle, CVS","Left Ventricular Stroke Work Index","LVSWI","Work of left ventricle of the heart in one cardiac cycle and related to body surface area (LVSW/BSA)",2,18692,"Left Ventricular Stroke Work Index",LVSWI,"gm-m/m^2/beat",MDC_DIM_KILO_G_FORCE_M_PER_M_SQ,kgf.m/m2,,,Spacelabs,SC,150,""," ",,,
CVS_HEMO_CALC_WKSI,MDC_WK_RV_STROKE_INDEX,150644,"A.7.3.1","Index | | Work, PerStroke, PerSurfaceArea | RightVentricle, CVS","Right Ventricular Stroke Work Index","RVSWI","Work of right ventricle of the heart in one cardiac cycle and related to body surface area (RVSW/BSA)",2,19572,"Right Ventricular Stroke Work Index",RVSWI,"gm-m/m^2/beat",,,,,Spacelabs,SC,160,"","",,,
CVS_HEMO_NBP,MDC_PRESS_BLD_NONINV_SYS,150021,,"Pressure | Noninvasive, Systolic | Blood | CVS","Noninvasive systolic blood pressure","","Pressure of the blood, obtained noninvasively (i.e., fingertip), at the systolic phase",2,18949,"Non-invasive blood pressure (systolic)",NIBP Sys,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,170,"","",,,
CVS_HEMO_NBP,MDC_PRESS_BLD_NONINV_DIA,150022,,"Pressure | Noninvasive, Diastolic | Blood | CVS","Noninvasive diastolic blood pressure","","Pressure of the blood, obtained noninvasively (i.e., fingertip), at the diastolic phase",2,18950,"Non-invasive blood pressure (diastolic)",NIBP Dias,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,180,"","",,,
CVS_HEMO_NBP,MDC_PRESS_BLD_NONINV_MEAN,150023,,"Pressure | Noninvasive, Mean | Blood | CVS","Noninvasive mean blood pressure","","Pressure of the blood, obtained noninvasively (i.e., fingertip), as computed by averaging on one cycle",2,18951,"Non-invasive blood pressure (mean)",NIBP Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,190,"","",,,
CVS_HEMO_IBP_ART,MDC_PRESS_BLD_ART_SYS,150033,,"Pressure | Systolic | Blood | Artery, CVS","Systolic arterial pressure","","Systolic pressure of the blood in an artery",2,18961,"ART (systolic)",ART Sys,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,200,"","",,,
CVS_HEMO_IBP_ART,MDC_PRESS_BLD_ART_DIA,150034,,"Pressure |  | Blood | CentralVein, CVS","Diastolic arterial pressure","","Diastolic pressure of the blood in an artery",2,18962,"ART (diastalic)",ART Dias,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,210,"","",,,
CVS_HEMO_IBP_ART,MDC_PRESS_BLD_ART_MEAN,150035,,"Pressure | Mean | Blood | Aorta, CVS","Mean arterial pressure","","Mean pressure of the blood in an artery",2,18963,"ART (mean)",ART Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,220,"","",,,
CVS_HEMO_IBP_PAP,MDC_PRESS_BLD_ART_PULM_SYS,150045,,"Pressure | Systolic | Blood | PulmonaryArtery, CVS","Systolic pulmonary arterial pressure","","Systolic pressure of the blood in the pulmonary artery",2,18973,"PAP (systolic)",PA Sys,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,230,"","",,,
CVS_HEMO_IBP_PAP,MDC_PRESS_BLD_ART_PULM_DIA,150046,,"Pressure | Diastolic | Blood | PulmonaryArtery, CVS","Diastolic pulmonary arterial pressure","","Diastolic pressure of the blood in the pulmonary artery",2,18974,"PAP (diastolic)",PA Dias,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,240,"","",,,
CVS_HEMO_IBP_PAP,MDC_PRESS_BLD_ART_PULM_MEAN,150047,,"Pressure | Mean | Blood | PulmonaryArtery, CVS","Mean pulmonary arterial pressure","","Mean pressure of the blood in the pulmonary artery",2,18975,"PAP (mean)",PA Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,250,"","",,,
CVS_HEMO_IBP_UAP,MDC_PRESS_BLD_ART_UMB_SYS,150057,,"Pressure | Systolic | Blood | UmbilicalArtery, CVS","Systolic umbilical arterial pressure","","Systolic pressure of the blood in the umbilical arteries of a fetus",2,18985,"UAP (systollic)",UA Sys,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,260,"","",,,
CVS_HEMO_IBP_UAP,MDC_PRESS_BLD_ART_UMB_DIA,150058,,"Pressure | Diastolic | Blood | UmbilicalArtery, CVS","Diastolic umbilical arterial pressure","","Diastolic pressure of the blood in the umbilical arteries of a fetus",2,18986,"UAP (diastolic)",UA Dias,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,270,"","",,,
CVS_HEMO_IBP_UAP,MDC_PRESS_BLD_ART_UMB_MEAN,150059,,"Pressure | Mean | Blood | UmbilicalArtery, CVS","Mean umbilical arterial pressure","","Mean pressure of the blood in the umbilical arteries of a fetus",2,18987,"UAP (mean)",UA Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,280,"","",,,
CVS_HEMO_IBP_LAP,MDC_PRESS_BLD_ATR_LEFT_MEAN,150067,,"Pressure | Mean | Blood | LeftAtrium, CVS","Mean left atrial pressure","","Mean pressure of the blood in the left atrium of the heart",2,18995,"LAP (mean)",LAP Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,290,"","",,,
CVS_HEMO_IBP_RAP,MDC_PRESS_BLD_ATR_RIGHT_MEAN,150071,,"Pressure | Mean | Blood | RightAtrium, CVS","Mean right atrial pressure","","Mean pressure of the blood in the right atrium of the heart",2,18999,"RAP (mean)",RAP Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,300,"","",,,
CVS_HEMO_IBP_PAWP,MDC_PRESS_BLD_ART_PULM_OCCL,150052,,"Pressure | Wedge | Blood | PulmonaryArtery, CVS","Pulmonary artery wedge pressure","PAW","Pressure of the blood measured by a catheter wedged into a small branch of the pulmonary artery",2,18980,"Pulmonary capillary wedge pressure",PCwP,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,310,"","",,,
CVS_HEMO_IBP_CVP,MDC_PRESS_BLD_VEN_CENT_MEAN,150087,,"Pressure | Mean | Blood | CentralVein, CVS","Mean central venous pressure","","Mean pressure of the blood in the thoracic venae cavae",2,19015,"CVP (mean)",CVP Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,320,"","",,,
CVS_HEMO_IBP_UVP,MDC_PRESS_BLD_VEN_UMB_SYS,150089,,"Pressure | Systolic | Blood | UmbilicalVein, CVS","Systolic umbilical venous pressure","","Systolic pressure of the blood in the umbilical veins of a fetus",2,19017,"UVP (systolic)",UV Sys,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,330,"","",,,
CVS_HEMO_IBP_UVP,MDC_PRESS_BLD_VEN_UMB_DIA,150090,,"Pressure | Diastolic | Blood | UmbilicalVein, CVS","Diastolic umbilical venous pressure","","Diastolic pressure of the blood in the umbilical veins of a fetus",2,19018,"UVP (diastolic)",UV Dias,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,340,"","",,,
CVS_HEMO_IBP_UVP,MDC_PRESS_BLD_VEN_UMB_MEAN,150091,,"Pressure | Mean | Blood | UmbilicalVein, CVS","Mean umbilical venous pressure","","Mean pressure of the blood in the umbilical veins of a fetus",2,19019,"UVP (mean)",UV Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,350,"","",,,
CVS_HEMO_CALC_CO,MDC_OUTPUT_CARD,150276,,"Volume | PerMinute | Blood | LeftVentricle, CVS","Cardiac output","CO","Quantity of blood pumped by the left ventricle into the aorta per minute",2,19204,"Cardiac Output",CO,"l/min",MDC_DIM_L_PER_MIN,L/min,,,Spacelabs,SC,360,""," ",,,
BLD_GAS_SaO2,MDC_SAT_O2_ART,150324,,"Concentration | Saturation, Oxygen | ArterialBlood | BloodChemistry","Arterial oxygen saturation","","",2,19252,"Arterial Oxygen Saturation",SPO2,"%",MDC_DIM_PERCENT,%,,,Spacelabs,SC,370,"","",,,
BLD_GAS_SvO2,MDC_SAT_O2_VEN,150332,,"Concentration | Saturation, Oxygen | VenousBlood | BloodChemistry","Venous oxygen saturation","","",2,19260,"Mixed Venous Oxygen Saturation",SVO2,"%",MDC_DIM_PERCENT,%,,,Spacelabs,SC,380,"","",,,
TEMP,MDC_TEMP,150344,,"","","","",2,19272,"Unspecific Temperature",Temp 1,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel Cel{delta} [degF] [degF]{delta},,,Spacelabs,SC,390,""," ",,,
TEMP_BLD_ART,MDC_TEMP_ART,150352,,"","","","",2,19280,"Areterial Temperature",Temp 1 ART,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,400,""," ",,,
TEMP_CORE,MDC_TEMP_CORE,150368,,"","","","",2,19296,"Core (Body) Temperature",Temp 1 Core,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,410,""," ",,,
TEMP_ESOPH,MDC_TEMP_ESOPH,150372,,"","","","",2,19300,"Esophageal Temperature",Temp 1 Esophageal,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,420,""," ",,,
TEMP_NASO,MDC_TEMP_NASOPH,150380,,"","","","",2,19308,"Naso pharyngial Temperature",Temp 1 Nasopharyneal,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,430,""," ",,,
TEMP_SKIN,MDC_TEMP_SKIN,150388,,"","","","",2,19316,"Skin Temperature Label",Temp 1 Skin,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,440,""," ",,,
CVS_HEMO_CALC_VOLS,MDC_VOL_BLD_STROKE,150404,,"Volume | OneBeat | Blood | CVS","Stroke volume","SV","Volume of blood ejected per beat",2,19332,"Stroke Volume",Stroke Volume,"ml",MDC_DIM_MILLI_L,mL,,,Spacelabs,SC,450,"","",,,
CVS_HEMO_CALC_WKS,MDC_WK_LV_STROKE,150428,,"Work | OneBeat | Heart | LeftVentricle, CVS","Ventricular stroke","LVSW","Work of left ventricle of the heart in one cardiac cycle",2,19356,"Left Ventricular Stroke Work",LVSW,"gm-m/beat",MDC_DIM_G_FORCE_M,gf.m,,,Spacelabs,SC,460,""," ",,,
RESP_RR,MDC_RESP_RATE,151562,"A.7.4.8","Rate | NOS | Breath | Breathing","Respiration rate","RR","Rate of breathing; method not specified",2,20490,"Respiration Rate",RESP Rate,"breaths/min",MDC_DIM_RESP_PER_MIN,/min 1/min {breaths}/min {breath}/min {resp}/min,,,Spacelabs,SC,480,""," ",,,
GASMON_CO2,MDC_CONC_AWAY_CO2_ET,151708,"A.7.4.8","Concentration | PartialPressure, Expiration | CO2, Gas | Airway","End tidal carbon dioxide concentration (or partial pressure) in airway gas","%CO<sub>2</sub> ET, EtCO<sub>2</sub>","Partial pressure of carbon dioxide in airway gas measured at the end of expiration",2,20636,"End-Tidal CO2 Concentration",ETCO2,"mmHg/kPa",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Spacelabs,SC,490,""," ",,,
GASMON_CO2,MDC_CONC_AWAY_CO2_INSP_MIN,151718,,"","","","",2,20646,"Inspired Minimum CO2",ETCO2 Min,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG MDC_DIM_PERCENT,kPa mm[Hg] %,,,Spacelabs,SC,500,""," ",,,
GASMON_AA_N2O,MDC_CONC_AWAY_N2O_INSP,152192,"A.7.4.8","Concentration | PartialPressure, Inspiration | Nitrous Oxide, Gas | Airway","Inspiratory nitrous oxide concentration (or partial pressure) in airway gas",,"Partial pressure of nitrous oxide in airway gas measured during inspiration",2,21120,"Inspired Nitrous Oxide Concentration",Inspired N2O,"%/mmHg/kPa",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Spacelabs,SC,510,""," ",,,
GASMON_O2,MDC_CONC_AWAY_O2_INSP,152196,"A.7.4.8","Concentration | PartialPressure, Inspiration | Oxygen, Gas | Airway","Inspiratory oxygen concentration (or partial pressure) in airway gas","%O<sub>2</sub> insp,<br/>pO<sub>2</sub> insp","Partial pressure of oxygen in airway gas measured during inspiration",2,21124,"Inspired Oxygen Concentration",Inspired O2,"%/mmHg/kPa",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Spacelabs,SC,520,""," ",,,
CNS_PRESS_ICP,MDC_PRESS_INTRA_CRAN_MEAN,153611,,"Pressure | Mean | Head, Intracranial | CNS","Mean intracranial pressure","ICPM","Mean pressure inside skull",2,22539,"ICP (mean)",ICP Mean,"mmHg/kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Spacelabs,SC,530,"","",,,
TEMP_RECT,MDC_TEMP_RECT,188420,,"Temperature |  | Rectal | Body","Rectal temperature ","KKT","Rectal temperature",2,57348,"Rectal Temperature",Temp 1 Rectal,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,540,""," ",,,
TEMP_BLD,MDC_TEMP_BLD,188436,,"Temperature |  | Blood | Body","Blood temperature","T","Blood temperature",2,57364,"Blood  Temperature",Temp 1 Blood,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Spacelabs,SC,550,""," ",,,
TEMP_DIFF,MDC_TEMP_DIFF,188440,,"Temperature | Difference | Core, Surface | Body","Temperature difference","","Difference between two temperatures, usually core temperature and peripheral temperature",2,57368,"Difference Temperature Label",Delta T1-T2,"deg C",MDC_DIM_DEGC MDC_DIM_FAHR,Cel Cel{delta} [degF] [degF]{delta},,_BODY_SITE_TEMP ,Spacelabs,SC,560,""," ",,,
GASMON_O2,MDC_CONC_AWAY_O2,151908,"A.7.4.8","Concentration | PartialPressure | Oxygen, Gas | Airway","Concentration (or partial pressure) of oxygen in airway gas","%O<sub>2</sub>, O<sub>2</sub>, pO2","Measured partial pressure of oxygen in airway gas",2,20836,"Incubator oxygen",%O2,"%",_UOM_CONC_GAS ,,,_GAS_MSMT_SITE_AWAY ,Draeger,SC,10,"","PHYSIO_SRC_ID_INCUB",,,
CVS_ECG_HR,MDC_ECG_PACED_BEAT_RATE,147626,,"","","","",2,16554,"%PACED",%PACED," ",MDC_DIM_BEAT_PER_MIN,/min 1/min {beats}/min {beat}/min,,,Draeger,SC,20,"","PHYSIO_SRC_ID_HR",,,
CVS_ECG_RHY,MDC_ECG_ARRHY,148496,,"Pattern | Arrhythmia | ECG, Heart | CVS","","","Irregular rhythm",2,17424,"Arrhythmia",ARR," ",,,,,Draeger,SC,30,"","PHYSIO_SRC_ID_Arrhy",,,
CVS_HEMO_IBP_ART,MDC_PRESS_BLD_ART_DIA,150034,,"Pressure |  | Blood | CentralVein, CVS","Diastolic arterial pressure","","Diastolic pressure of the blood in an artery",2,18962,"ART (diastolic)",ART D,"mmHg                       kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Draeger,SC,40,"","PHYSIO_SRC_ID_ART",,,
CVS_HEMO_IBP_ART,MDC_PRESS_BLD_ART_MEAN,150035,,"Pressure | Mean | Blood | Aorta, CVS","Mean arterial pressure","","Mean pressure of the blood in an artery",2,18963,"ART (mean)",ART M,"mmHg                       kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Draeger,SC,50,"","PHYSIO_SRC_ID_ART",,,
CVS_HEMO_IBP_ART,MDC_PRESS_BLD_ART_SYS,150033,,"Pressure | Systolic | Blood | Artery, CVS","Systolic arterial pressure","","Systolic pressure of the blood in an artery",2,18961,"ART (systolic)",ART S,"mmHg                       kPa",MDC_DIM_KILO_PASCAL MDC_DIM_MMHG,kPa mm[Hg],,,Draeger,SC,60,"","PHYSIO_SRC_ID_ART",,,
CNS_EEG,MDC_EEG_NUM_SPK,154028,,"Number | EEG | Spikes | Neurology, CNS","Spikes","","Spikes, as determined out of the EEG",2,22956,"BIS Burst Count",BCT," ",MDC_DIM_DIMLESS,1 {unitless} {count},,,Draeger,SC,70,"","PHYSIO_SRC_ID_PICCO",,,
CNS_EEG,MDC_EEG_PAROX_CRTX_BURST_SUPPRN,155024,,"Pattern | ParoxismalActivity, BurstSuppression | Cortex, EEG | CNS","Burst suppression ","","Epileptic or potentially epileptogenic activity identifiers, burst suppression ",2,23952,"Suppression Ratio",BSR,"%",MDC_DIM_PERCENT,%,,_BODY_SITE_EEG ,Draeger,SC,90,"","PHYSIO_SRC_ID_BIS",,,
TEMP_BLD,MDC_TEMP_BLD,188436,,"Temperature |  | Blood | Body","Blood temperature","T","Blood temperature",2,57364,"Blood Temperature",BT,"cel              degf",MDC_DIM_DEGC MDC_DIM_FAHR,Cel [degF],,,Draeger,SC,100,"","PHYSIO_SRC_ID_CO",,,
BLD_GAS_O2_ALV_ART_DIFF,MDC_SAT_DIFF_O2_ART_ALV,150336,,"","","","",2,19264,"Alveolar-Arterial O2 difference",C(A-a)O2,"",,,,,Draeger,SC,10,"","PHYSIO_SRC_ID_CALC",,,
CVS_HEMO_CALC_CO,MDC_OUTPUT_CARD,150276,,"Volume | PerMinute | Blood | LeftVentricle, CVS","Cardiac output","CO","Quantity of blood pumped by the left ventricle into the aorta per minute",2,19204,"Cardiac Output Average",C.O. avg,"L/min",MDC_DIM_L_PER_MIN,L/min,,,Draeger,SC,130,"","PHYSIO_SRC_ID_CO",,,
BLD_GAS_HB_O2_ART,MDC_CONC_HB_O2_ART,159768,,"Concentration | Total, O2Hb | ArterialBlood | FluidChemistry","Arterial blood oxy-haemoglobin concentration","","",2,28696,"Arterial O2 Content",CaO2,"",,,,,Draeger,SC,150,"","PHYSIO_SRC_ID_CALC",,,
